model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
weather_adjusted,episode_vs_reference,hierarchical_city_independent_year,5000,4984,16,0.0032,2.2826848364691035,4.226045971760755,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_reference,synchronized_year_fixed_cities,5000,4984,16,0.0032,2.8405585104947213,3.4672434261186424,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_reference,synchronized_year_resampled_cities,5000,4989,11,0.0022,2.1641007328771904,4.26199039818616,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,heat_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,-0.20183631050540637,1.3709056271400986,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,heat_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,0.30640200366684617,0.7333036825842217,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,heat_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,-0.2864575412860903,1.3864326822753843,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,wind_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,2.1551640150150617,3.4663888064551034,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,wind_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.650000303272613,3.0232999141656887,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,wind_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,2.143010055307429,3.4859617485296095,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,other_compound_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,1.7215993713508873,4.056485199391605,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,other_compound_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.3054362427038515,3.192331212392912,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,other_compound_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,1.6228776137512788,4.128433313890699,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_wind_only,hierarchical_city_independent_year,5000,4984,16,0.0032,-0.4085218791019998,1.2033915030040303,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_wind_only,synchronized_year_fixed_cities,5000,4984,16,0.0032,0.07855175661833456,0.7006736410460866,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_wind_only,synchronized_year_resampled_cities,5000,4989,11,0.0022,-0.5137926327581198,1.2457730844031119,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_heat_only,hierarchical_city_independent_year,5000,4984,16,0.0032,1.8461631195885748,3.3804365000730114,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_heat_only,synchronized_year_fixed_cities,5000,4984,16,0.0032,2.4415248365696107,2.822541094190512,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
weather_adjusted,episode_vs_heat_only,synchronized_year_resampled_cities,5000,4989,11,0.0022,1.8510273986385357,3.4159988465300355,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
