model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
core_monitors,episode_vs_reference,hierarchical_city_independent_year,5000,4984,16,0.0032,2.2778785170023927,4.239928048155537,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_reference,synchronized_year_fixed_cities,5000,4984,16,0.0032,2.8589145559320785,3.49486837370292,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_reference,synchronized_year_resampled_cities,5000,4989,11,0.0022,2.1716723401004905,4.280240049947971,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,heat_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,-0.22357030060405975,1.3702257586780096,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,heat_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,0.29403393536531974,0.7243079445996174,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,heat_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,-0.30574852203891234,1.3734924196212734,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,wind_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,2.138880087976436,3.4743632978798367,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,wind_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.6532239392153647,3.0122699883372093,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,wind_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,2.130461417448214,3.498748882902401,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,other_compound_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,1.6741670113786915,4.049050646462415,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,other_compound_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.3066630582937453,3.153856420654783,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,other_compound_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,1.6057120350840464,4.113913335566224,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_wind_only,hierarchical_city_independent_year,5000,4984,16,0.0032,-0.39749709299293906,1.2023475976156106,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_wind_only,synchronized_year_fixed_cities,5000,4984,16,0.0032,0.07025085940371505,0.7314664666050299,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_wind_only,synchronized_year_resampled_cities,5000,4989,11,0.0022,-0.4922973935295942,1.2591390195929402,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_heat_only,hierarchical_city_independent_year,5000,4984,16,0.0032,1.8358851677075114,3.4247587958189856,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_heat_only,synchronized_year_fixed_cities,5000,4984,16,0.0032,2.4352586299363925,2.8500009511990814,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
core_monitors,episode_vs_heat_only,synchronized_year_resampled_cities,5000,4989,11,0.0022,1.8344758896057098,3.4765952471797563,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
