model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
p80_p20_min2_sep7,episode_vs_reference,hierarchical_city_independent_year,5000,2493,2507,0.5014,1.966116574082106,5.196829468950403,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_reference,synchronized_year_fixed_cities,5000,2135,2865,0.573,3.145730193158899,3.8399407099832006,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_reference,synchronized_year_resampled_cities,5000,3026,1974,0.3948,1.980775342563554,5.430907870927355,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,heat_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,-0.24299843477956407,1.3966993816392228,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,heat_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,0.291739933715275,0.7293665855918405,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,heat_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,-0.31588309016895794,1.4098849877347392,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,wind_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,2.0802155377809055,3.527480145291027,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,wind_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.584358324999996,3.0107935073951855,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,wind_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,2.094078678901545,3.5523389201677626,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,other_compound_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,1.5903350282848991,4.122389165010726,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,other_compound_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.32907892065155,3.139801052510147,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,other_compound_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,1.5731453050278092,4.198888007984489,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_wind_only,hierarchical_city_independent_year,5000,2493,2507,0.5014,-0.6777789654625819,2.1397947344505046,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_wind_only,synchronized_year_fixed_cities,5000,2135,2865,0.573,0.3615363843631691,0.9181139176662725,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_wind_only,synchronized_year_resampled_cities,5000,3026,1974,0.3948,-0.6983440160226193,2.2671791775383987,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_heat_only,hierarchical_city_independent_year,5000,2493,2507,0.5014,1.7058847633246077,4.048346625931711,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_heat_only,synchronized_year_fixed_cities,5000,2135,2865,0.573,2.7589878219097956,3.209617421927547,conditional_on_estimability,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
p80_p20_min2_sep7,episode_vs_heat_only,synchronized_year_resampled_cities,5000,3026,1974,0.3948,1.7705444545560725,4.232038316573343,conditional_on_estimability,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
