model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
period_2023_2024,episode_vs_reference,hierarchical_city_independent_year,5000,3853,1147,0.2294,1.7251963503866894,4.110615863000072,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_reference,synchronized_year_fixed_cities,5000,3780,1220,0.244,2.7387531253800446,2.907337865265852,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_reference,synchronized_year_resampled_cities,5000,4201,799,0.1598,1.6787010139640548,4.116189978590885,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,heat_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,-0.8789112077852232,1.5688870013258478,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,heat_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,0.20793512241524148,0.3641950553150641,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,heat_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,-0.8496058284794736,1.5782936268172583,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,wind_only_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,2.0564116703991284,3.3690608363254406,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,wind_only_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.625550752522814,2.7686154775850045,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,wind_only_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,2.0592819631353767,3.3721862510326632,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,other_compound_vs_reference,hierarchical_city_independent_year,5000,5000,0,0.0,0.9899820041768357,3.878320726182348,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,other_compound_vs_reference,synchronized_year_fixed_cities,5000,5000,0,0.0,2.1087362149842974,2.8177314293512596,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,other_compound_vs_reference,synchronized_year_resampled_cities,5000,5000,0,0.0,1.0166582326166882,4.10783444768699,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_wind_only,hierarchical_city_independent_year,5000,3853,1147,0.2294,-1.036341954173856,1.2460695837625115,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_wind_only,synchronized_year_fixed_cities,5000,3780,1220,0.244,0.033623571277476394,0.13872238768084708,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_wind_only,synchronized_year_resampled_cities,5000,4201,799,0.1598,-0.9797837148934989,1.264563808986839,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_heat_only,hierarchical_city_independent_year,5000,3853,1147,0.2294,1.4389068123373172,3.7294250648860574,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_heat_only,synchronized_year_fixed_cities,5000,3780,1220,0.244,2.530818002964803,2.5431428099507873,conditional_on_estimability,fixed_11_cities,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
period_2023_2024,episode_vs_heat_only,synchronized_year_resampled_cities,5000,4201,799,0.1598,1.4703974695719184,3.6279403978015243,conditional_on_estimability,resampled_city_distribution,2,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
